case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
06747--ptbush01-b--6ff3eeab,ZH_Generals\W3D.big\Art\W3D\PTBush01_B.w3d,Environment,Vegetation,Bush 01,PTBush01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06747--ptbush01-b--6ff3eeab\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06747--ptbush01-b--6ff3eeab\four-view.png
06748--ptbush02--0ed7ce32,ZH_Generals\W3D.big\Art\W3D\PTBush02.w3d,Environment,Vegetation,Boulders,PTBush02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06748--ptbush02--0ed7ce32\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06748--ptbush02--0ed7ce32\four-view.png
06749--ptbush03--c97bd3f0,ZH_Generals\W3D.big\Art\W3D\PTBush03.w3d,Environment,Vegetation,Boulders,PTBush03,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06749--ptbush03--c97bd3f0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06749--ptbush03--c97bd3f0\four-view.png
06750--ptbush04--a933cac2,ZH_Generals\W3D.big\Art\W3D\PTBush04.w3d,Environment,Vegetation,Boulders,PTBush04,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06750--ptbush04--a933cac2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06750--ptbush04--a933cac2\four-view.png
06751--ptbush05--f6c0864b,ZH_Generals\W3D.big\Art\W3D\PTBush05.w3d,Environment,Vegetation,Boulders,PTBush05,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06751--ptbush05--f6c0864b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06751--ptbush05--f6c0864b\four-view.png
06752--ptbush06--054d385f,ZH_Generals\W3D.big\Art\W3D\PTBush06.w3d,Environment,Vegetation,Boulders,PTBush06,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06752--ptbush06--054d385f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06752--ptbush06--054d385f\four-view.png
06753--ptbush07--76835b7e,ZH_Generals\W3D.big\Art\W3D\PTBush07.w3d,Environment,Vegetation,Boulders,PTBush07,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06753--ptbush07--76835b7e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06753--ptbush07--76835b7e\four-view.png
06754--ptbush08--c9da6b89,ZH_Generals\W3D.big\Art\W3D\PTBush08.w3d,Environment,Vegetation,Boulders,PTBush08,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06754--ptbush08--c9da6b89\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06754--ptbush08--c9da6b89\four-view.png
06755--ptbush09--2d67fb93,ZH_Generals\W3D.big\Art\W3D\PTBush09.w3d,Environment,Vegetation,Boulders,PTBush09,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06755--ptbush09--2d67fb93\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06755--ptbush09--2d67fb93\four-view.png
06756--ptbush10--9d7681ee,ZH_Generals\W3D.big\Art\W3D\PTBush10.w3d,Environment,Vegetation,Boulders,PTBush10,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06756--ptbush10--9d7681ee\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06756--ptbush10--9d7681ee\four-view.png
06757--ptbush11--680e5d8f,ZH_Generals\W3D.big\Art\W3D\PTBush11.w3d,Environment,Vegetation,Boulders,PTBush11,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06757--ptbush11--680e5d8f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06757--ptbush11--680e5d8f\four-view.png
06758--ptbush12--c4ea3d94,ZH_Generals\W3D.big\Art\W3D\PTBush12.w3d,Environment,Vegetation,Boulders,PTBush12,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06758--ptbush12--c4ea3d94\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06758--ptbush12--c4ea3d94\four-view.png
06759--ptbush13--0da76e04,ZH_Generals\W3D.big\Art\W3D\PTBush13.w3d,Environment,Vegetation,Boulders,PTBush13,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06759--ptbush13--0da76e04\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06759--ptbush13--0da76e04\four-view.png
06760--ptbush13-b--eb0b1b9f,ZH_Generals\W3D.big\Art\W3D\PTBush13_B.w3d,Environment,Vegetation,Boulders,PTBush13_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06760--ptbush13-b--eb0b1b9f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06760--ptbush13-b--eb0b1b9f\four-view.png
06761--ptbush14--cba696cb,ZH_Generals\W3D.big\Art\W3D\PTBush14.w3d,Environment,Vegetation,Boulders,PTBush14,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06761--ptbush14--cba696cb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06761--ptbush14--cba696cb\four-view.png
06762--ptbush15--84c30e09,ZH_Generals\W3D.big\Art\W3D\PTBush15.w3d,Environment,Vegetation,Boulders,PTBush15,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06762--ptbush15--84c30e09\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06762--ptbush15--84c30e09\four-view.png
06763--ptbush16--9bcc9197,ZH_Generals\W3D.big\Art\W3D\PTBush16.w3d,Environment,Vegetation,Boulders,PTBush16,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06763--ptbush16--9bcc9197\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06763--ptbush16--9bcc9197\four-view.png
06764--ptcypress01--5a30a071,ZH_Generals\W3D.big\Art\W3D\PTCypress01.w3d,Environment,Debris and Ruins,Rubble Mound,PTCypress01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06764--ptcypress01--5a30a071\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06764--ptcypress01--5a30a071\four-view.png
06765--ptcypress01-b--fa2311bf,ZH_Generals\W3D.big\Art\W3D\PTCypress01_B.w3d,Environment,Debris and Ruins,Rubble Mound,PTCypress01_B,rendered,rejected,rejected,Rejected by automatic image gate: no visible tonal detail,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06765--ptcypress01-b--fa2311bf\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06765--ptcypress01-b--fa2311bf\four-view.png
06766--ptcypress02--37137cf9,ZH_Generals\W3D.big\Art\W3D\PTCypress02.w3d,Environment,Debris and Ruins,Rubble Mound,PTCypress02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06766--ptcypress02--37137cf9\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06766--ptcypress02--37137cf9\four-view.png
06767--ptdogwod01-b--ede907ea,ZH_Generals\W3D.big\Art\W3D\PTDogwod01_B.w3d,Environment,Vegetation,Generic Tree,PTDogwod01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06767--ptdogwod01-b--ede907ea\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06767--ptdogwod01-b--ede907ea\four-view.png
06768--ptdogwod02--e7bdb854,ZH_Generals\W3D.big\Art\W3D\PTDogwod02.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06768--ptdogwod02--e7bdb854\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06768--ptdogwod02--e7bdb854\four-view.png
06769--ptdogwod03--3ac3f71f,ZH_Generals\W3D.big\Art\W3D\PTDogwod03.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod03,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06769--ptdogwod03--3ac3f71f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06769--ptdogwod03--3ac3f71f\four-view.png
06770--ptdogwod03-b--86b2cfa3,ZH_Generals\W3D.big\Art\W3D\PTDogwod03_B.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod03_B,rendered,rejected,rejected,Rejected by automatic image gate: no visible tonal detail,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06770--ptdogwod03-b--86b2cfa3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06770--ptdogwod03-b--86b2cfa3\four-view.png
06771--ptdogwod04--e76d94b4,ZH_Generals\W3D.big\Art\W3D\PTDogwod04.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod04,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06771--ptdogwod04--e76d94b4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06771--ptdogwod04--e76d94b4\four-view.png
06772--ptdogwod05--0da7f38a,ZH_Generals\W3D.big\Art\W3D\PTDogwod05.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod05,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06772--ptdogwod05--0da7f38a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06772--ptdogwod05--0da7f38a\four-view.png
06773--ptdogwod06--6de2aacb,ZH_Generals\W3D.big\Art\W3D\PTDogwod06.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod06,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06773--ptdogwod06--6de2aacb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06773--ptdogwod06--6de2aacb\four-view.png
06774--ptdogwod07--54652ee4,ZH_Generals\W3D.big\Art\W3D\PTDogwod07.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod07,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06774--ptdogwod07--54652ee4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06774--ptdogwod07--54652ee4\four-view.png
06775--ptdogwod08--b1c68678,ZH_Generals\W3D.big\Art\W3D\PTDogwod08.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTDogwod08,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06775--ptdogwod08--b1c68678\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06775--ptdogwod08--b1c68678\four-view.png
06776--ptfir01-b--23970f79,ZH_Generals\W3D.big\Art\W3D\PTFir01_B.w3d,Environment,Vegetation,Tree Fir 01 B,PTFir01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06776--ptfir01-b--23970f79\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06776--ptfir01-b--23970f79\four-view.png
06777--ptmaple01--390548d1,ZH_Generals\W3D.big\Art\W3D\PTMaple01.w3d,Environment,Vegetation,Tree Oak Stump,PTMaple01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06777--ptmaple01--390548d1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06777--ptmaple01--390548d1\four-view.png
06778--ptoak01--6a5b559a,ZH_Generals\W3D.big\Art\W3D\PTOak01.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOak01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06778--ptoak01--6a5b559a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06778--ptoak01--6a5b559a\four-view.png
06779--ptoakfall1--7b5de082,ZH_Generals\W3D.big\Art\W3D\PTOakFall1.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall1,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06779--ptoakfall1--7b5de082\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06779--ptoakfall1--7b5de082\four-view.png
06780--ptoakfall2--ed8169be,ZH_Generals\W3D.big\Art\W3D\PTOakFall2.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall2,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06780--ptoakfall2--ed8169be\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06780--ptoakfall2--ed8169be\four-view.png
06781--ptoakfall3--e01507a7,ZH_Generals\W3D.big\Art\W3D\PTOakFall3.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall3,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06781--ptoakfall3--e01507a7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06781--ptoakfall3--e01507a7\four-view.png
06782--ptoakfall4--c363c52f,ZH_Generals\W3D.big\Art\W3D\PTOakFall4.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall4,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06782--ptoakfall4--c363c52f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06782--ptoakfall4--c363c52f\four-view.png
06783--ptoakfall5--5430b03c,ZH_Generals\W3D.big\Art\W3D\PTOakFall5.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall5,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06783--ptoakfall5--5430b03c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06783--ptoakfall5--5430b03c\four-view.png
06784--ptoakfall6--904cb935,ZH_Generals\W3D.big\Art\W3D\PTOakFall6.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall6,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06784--ptoakfall6--904cb935\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06784--ptoakfall6--904cb935\four-view.png
06785--ptoakfall7--a0679a6c,ZH_Generals\W3D.big\Art\W3D\PTOakFall7.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall7,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06785--ptoakfall7--a0679a6c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06785--ptoakfall7--a0679a6c\four-view.png
06786--ptoakfall8--b93dd149,ZH_Generals\W3D.big\Art\W3D\PTOakFall8.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOakFall8,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06786--ptoakfall8--b93dd149\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06786--ptoakfall8--b93dd149\four-view.png
06787--ptorangetr01--b9337828,ZH_Generals\W3D.big\Art\W3D\PTOrangeTr01.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOrangeTr01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06787--ptorangetr01--b9337828\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06787--ptorangetr01--b9337828\four-view.png
06788--ptorangetr01-b--1ce43be6,ZH_Generals\W3D.big\Art\W3D\PTOrangeTr01_B.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTOrangeTr01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06788--ptorangetr01-b--1ce43be6\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06788--ptorangetr01-b--1ce43be6\four-view.png
06789--ptpalm01--cc05d309,ZH_Generals\W3D.big\Art\W3D\PTPalm01.w3d,Environment,Vegetation,Rubble Mound,PTPalm01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06789--ptpalm01--cc05d309\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06789--ptpalm01--cc05d309\four-view.png
06790--ptpalm01-b--a0878979,ZH_Generals\W3D.big\Art\W3D\PTPalm01_B.w3d,Environment,Vegetation,Rubble Mound,PTPalm01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06790--ptpalm01-b--a0878979\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06790--ptpalm01-b--a0878979\four-view.png
06791--ptpalm02--155d9d37,ZH_Generals\W3D.big\Art\W3D\PTPalm02.w3d,Environment,Vegetation,Rubble Mound,PTPalm02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06791--ptpalm02--155d9d37\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06791--ptpalm02--155d9d37\four-view.png
06792--ptpalm03--af0046d2,ZH_Generals\W3D.big\Art\W3D\PTPalm03.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTPalm03,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06792--ptpalm03--af0046d2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06792--ptpalm03--af0046d2\four-view.png
06793--ptpalm03-b--1a2a36f8,ZH_Generals\W3D.big\Art\W3D\PTPalm03_B.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTPalm03_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06793--ptpalm03-b--1a2a36f8\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06793--ptpalm03-b--1a2a36f8\four-view.png
06794--ptpalm04--ec9fd210,ZH_Generals\W3D.big\Art\W3D\PTPalm04.w3d,Environment,Vegetation,Tree Cherry Blossom 02,PTPalm04,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06794--ptpalm04--ec9fd210\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06794--ptpalm04--ec9fd210\four-view.png
06795--ptpine01--07cfb71a,ZH_Generals\W3D.big\Art\W3D\PTPine01.w3d,Environment,Vegetation,Tree Burned Stump,PTPine01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06795--ptpine01--07cfb71a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06795--ptpine01--07cfb71a\four-view.png
06796--ptpine01-b--84660cd7,ZH_Generals\W3D.big\Art\W3D\PTPine01_B.w3d,Environment,Vegetation,Tree Burned Stump,PTPine01_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06796--ptpine01-b--84660cd7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06796--ptpine01-b--84660cd7\four-view.png
06797--ptpine01-hi--30e78231,ZH_Generals\W3D.big\Art\W3D\PTPine01_hi.w3d,Environment,Vegetation,Tree Burned Stump,PTPine01_hi,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06797--ptpine01-hi--30e78231\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06797--ptpine01-hi--30e78231\four-view.png
06798--ptpine01-hi-b--a9b690b6,ZH_Generals\W3D.big\Art\W3D\PTPine01_hi_B.w3d,Environment,Vegetation,Tree Burned Stump,PTPine01_hi_B,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06798--ptpine01-hi-b--a9b690b6\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06798--ptpine01-hi-b--a9b690b6\four-view.png
06799--ptpine01-s--d3d76a88,ZH_Generals\W3D.big\Art\W3D\PTPine01_s.w3d,Environment,Vegetation,Tree Burned Stump,PTPine01_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06799--ptpine01-s--d3d76a88\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06799--ptpine01-s--d3d76a88\four-view.png
06800--ptpine02--18575759,ZH_Generals\W3D.big\Art\W3D\PTPine02.w3d,Environment,Vegetation,Tree Burned Stump,PTPine02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06800--ptpine02--18575759\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06800--ptpine02--18575759\four-view.png
06801--ptpine02-s--f9ca5609,ZH_Generals\W3D.big\Art\W3D\PTPine02_s.w3d,Environment,Vegetation,Tree Burned Stump,PTPine02_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06801--ptpine02-s--f9ca5609\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06801--ptpine02-s--f9ca5609\four-view.png
06802--ptpine03--403faf05,ZH_Generals\W3D.big\Art\W3D\PTPine03.w3d,Environment,Vegetation,Tree Burned Stump,PTPine03,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06802--ptpine03--403faf05\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06802--ptpine03--403faf05\four-view.png
06803--ptpine03-s--e20201f0,ZH_Generals\W3D.big\Art\W3D\PTPine03_s.w3d,Environment,Vegetation,Tree Burned Stump,PTPine03_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06803--ptpine03-s--e20201f0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06803--ptpine03-s--e20201f0\four-view.png
06804--ptpine03-s2--f9e603d7,ZH_Generals\W3D.big\Art\W3D\PTPine03_s2.w3d,Environment,Vegetation,Tree Burned Stump,PTPine03_s2,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06804--ptpine03-s2--f9e603d7\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\06804--ptpine03-s2--f9e603d7\four-view.png
