record_id,source_kind,source_container,source_path,original_rel,original_name,original_base,extension,size,offset,description,mapping_sources,taxonomy_faction,taxonomy_function,taxonomy_context,taxonomy_sequence,taxonomy_source,voice_candidate,conversion,raw_output,converted_output,final_output,transcript,transcript_confidence,transcript_accepted,status,notes
8abe20ff6103613d,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atcranebase_d.dds,atcranebase_d.dds,atcranebase_d,.dds,2872,9220580,,,Shared,Texture,atcranebase d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atcranebase_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atcranebase d - atcranebase_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atcranebase d - atcranebase_d.png,,,False,planned,
bdd59030d9a3f4dd,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atcranebase_e.dds,atcranebase_e.dds,atcranebase_e,.dds,2872,9223452,,,Shared,Texture,atcranebase e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atcranebase_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atcranebase e - atcranebase_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atcranebase e - atcranebase_e.png,,,False,planned,
91bfaca97913c80b,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate.dds,atdiaplate.dds,atdiaplate,.dds,2872,9226324,,,Shared,Texture,atdiaplate,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate - atdiaplate.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate - atdiaplate.png,,,False,planned,
3e939d263b672e12,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate_d.dds,atdiaplate_d.dds,atdiaplate_d,.dds,2872,9229196,,,Shared,Texture,atdiaplate d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate d - atdiaplate_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate d - atdiaplate_d.png,,,False,planned,
fb65129aef8a05da,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate_ds.dds,atdiaplate_ds.dds,atdiaplate_ds,.dds,2872,9232068,,,Shared,Texture,atdiaplate ds,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate_ds.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate ds - atdiaplate_ds.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate ds - atdiaplate_ds.png,,,False,planned,
60cbdadaf90c3b73,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate_e.dds,atdiaplate_e.dds,atdiaplate_e,.dds,2872,9234940,,,Shared,Texture,atdiaplate e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate e - atdiaplate_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate e - atdiaplate_e.png,,,False,planned,
6498d6178a0b79e9,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate_es.dds,atdiaplate_es.dds,atdiaplate_es,.dds,2872,9237812,,,Shared,Texture,atdiaplate es,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate_es.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate es - atdiaplate_es.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate es - atdiaplate_es.png,,,False,planned,
e5a2e3c27f3051f2,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdiaplate_s.dds,atdiaplate_s.dds,atdiaplate_s,.dds,2872,9240684,,,Shared,Texture,atdiaplate s,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdiaplate_s.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate s - atdiaplate_s.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdiaplate s - atdiaplate_s.png,,,False,planned,
9af57dcf5f598e57,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdoor.dds,atdoor.dds,atdoor,.dds,2872,9243556,,,Shared,Texture,atdoor,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdoor.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor - atdoor.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor - atdoor.png,,,False,planned,
068286d7a51b0a97,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdoor_d.dds,atdoor_d.dds,atdoor_d,.dds,2872,9246428,,,Shared,Texture,atdoor d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdoor_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor d - atdoor_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor d - atdoor_d.png,,,False,planned,
0ed1ab493b4682bb,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdoor_ds.dds,atdoor_ds.dds,atdoor_ds,.dds,2872,9249300,,,Shared,Texture,atdoor ds,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdoor_ds.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor ds - atdoor_ds.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor ds - atdoor_ds.png,,,False,planned,
8a141b73c0eebf9d,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdoor_s.dds,atdoor_s.dds,atdoor_s,.dds,2872,9252172,,,Shared,Texture,atdoor s,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdoor_s.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor s - atdoor_s.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdoor s - atdoor_s.png,,,False,planned,
f2da10aabb4f102e,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway.dds,atdriveway.dds,atdriveway,.dds,11064,9255044,,,Shared,Texture,atdriveway,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway - atdriveway.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway - atdriveway.png,,,False,planned,
9dd8f963c8cdfec3,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway_d.dds,atdriveway_d.dds,atdriveway_d,.dds,11064,9266108,,,Shared,Texture,atdriveway d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway d - atdriveway_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway d - atdriveway_d.png,,,False,planned,
126a9778e383c46f,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway_ds.dds,atdriveway_ds.dds,atdriveway_ds,.dds,11064,9277172,,,Shared,Texture,atdriveway ds,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway_ds.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway ds - atdriveway_ds.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway ds - atdriveway_ds.png,,,False,planned,
a39630e080fa957f,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway_e.dds,atdriveway_e.dds,atdriveway_e,.dds,11064,9288236,,,Shared,Texture,atdriveway e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway e - atdriveway_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway e - atdriveway_e.png,,,False,planned,
e1a7fbb84ee60012,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway_es.dds,atdriveway_es.dds,atdriveway_es,.dds,11064,9299300,,,Shared,Texture,atdriveway es,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway_es.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway es - atdriveway_es.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway es - atdriveway_es.png,,,False,planned,
ade739c2c8dc36c2,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atdriveway_s.dds,atdriveway_s.dds,atdriveway_s,.dds,11064,9310364,,,Shared,Texture,atdriveway s,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atdriveway_s.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway s - atdriveway_s.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atdriveway s - atdriveway_s.png,,,False,planned,
f156ff10f35073d7,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfabric3.dds,atfabric3.dds,atfabric3,.dds,1512,9321428,,,Shared,Texture,atfabric 3,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfabric3.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 - atfabric3.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 - atfabric3.png,,,False,planned,
a4cc9a6d49f4a7f1,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfabric3_d.dds,atfabric3_d.dds,atfabric3_d,.dds,1512,9322940,,,Shared,Texture,atfabric 3 d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfabric3_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 d - atfabric3_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 d - atfabric3_d.png,,,False,planned,
f1559d189a5a41e3,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfabric3_ds.dds,atfabric3_ds.dds,atfabric3_ds,.dds,1512,9324452,,,Shared,Texture,atfabric 3 ds,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfabric3_ds.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 ds - atfabric3_ds.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 ds - atfabric3_ds.png,,,False,planned,
4cf08602849d682f,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfabric3_e.dds,atfabric3_e.dds,atfabric3_e,.dds,1512,9325964,,,Shared,Texture,atfabric 3 e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfabric3_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 e - atfabric3_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 e - atfabric3_e.png,,,False,planned,
e3261b08291d9aba,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfabric3_s.dds,atfabric3_s.dds,atfabric3_s,.dds,1512,9327476,,,Shared,Texture,atfabric 3 s,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfabric3_s.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 s - atfabric3_s.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfabric 3 s - atfabric3_s.png,,,False,planned,
f5eadace29b702d5,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfan.dds,atfan.dds,atfan,.dds,1520,9328988,,,Shared,Texture,atfan,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfan.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan - atfan.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan - atfan.png,,,False,planned,
ea981ad8113f73fa,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfan_d.dds,atfan_d.dds,atfan_d,.dds,1520,9330508,,,Shared,Texture,atfan d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfan_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan d - atfan_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan d - atfan_d.png,,,False,planned,
041a8d87839371d5,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atfan_e.dds,atfan_e.dds,atfan_e,.dds,1520,9332028,,,Shared,Texture,atfan e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atfan_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan e - atfan_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atfan e - atfan_e.png,,,False,planned,
6d396c84cbd96703,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01.dds,atflag01.dds,atflag01,.dds,2872,9333548,,,Shared,Texture,atflag 01,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 - atflag01.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 - atflag01.png,,,False,planned,
cae01f03fc36b010,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01_d.dds,atflag01_d.dds,atflag01_d,.dds,2872,9336420,,,Shared,Texture,atflag 01 d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 d - atflag01_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 d - atflag01_d.png,,,False,planned,
0e59ff858e82f89b,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01_dn.dds,atflag01_dn.dds,atflag01_dn,.dds,2872,9339292,,,Shared,Texture,atflag 01 dn,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01_dn.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 dn - atflag01_dn.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 dn - atflag01_dn.png,,,False,planned,
9d84a1356f9c3537,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01_e.dds,atflag01_e.dds,atflag01_e,.dds,5616,9342164,,,Shared,Texture,atflag 01 e,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01_e.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 e - atflag01_e.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 e - atflag01_e.png,,,False,planned,
ddcbdbf895ad2863,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01_en.dds,atflag01_en.dds,atflag01_en,.dds,2872,9347780,,,Shared,Texture,atflag 01 en,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01_en.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 en - atflag01_en.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 en - atflag01_en.png,,,False,planned,
ea8c20fb803453d0,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atflag01_n.dds,atflag01_n.dds,atflag01_n,.dds,2872,9350652,,,Shared,Texture,atflag 01 n,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atflag01_n.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 n - atflag01_n.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atflag 01 n - atflag01_n.png,,,False,planned,
052b760b7cc18cae,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atgaragedoor.dds,atgaragedoor.dds,atgaragedoor,.dds,11064,9353524,,,Shared,Texture,atgaragedoor,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atgaragedoor.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor - atgaragedoor.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor - atgaragedoor.png,,,False,planned,
8791567f9a50b24d,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atgaragedoor_d.dds,atgaragedoor_d.dds,atgaragedoor_d,.dds,11064,9364588,,,Shared,Texture,atgaragedoor d,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atgaragedoor_d.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor d - atgaragedoor_d.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor d - atgaragedoor_d.png,,,False,planned,
e6a653953382c57e,big,ZH_Generals\Textures.big,C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Generals - Zero Hour\ZH_Generals\Textures.big,Art\Textures\atgaragedoor_ds.dds,atgaragedoor_ds.dds,atgaragedoor_ds,.dds,11064,9375652,,,Shared,Texture,atgaragedoor ds,,No single faction supported,False,.dds->.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\_primitive media\Art\Textures\atgaragedoor_ds.dds,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor ds - atgaragedoor_ds.png,C:\Users\Jeff\My Drive\Games\Generals\Big Extraction\ZH_Generals\Textures.big\Art\Textures\Shared - Texture - atgaragedoor ds - atgaragedoor_ds.png,,,False,planned,
